C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_07_751.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_07_751.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_07_751.jpg,0,0,0,15.55813
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_07_820.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_07_820.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_07_820.jpg,0,0,0,15.44875
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_07_890.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_07_890.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_07_890.jpg,0,0,0,15.90364
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_07_959.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_07_959.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_07_959.jpg,0,0,0,15.78171
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_08_027.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_08_027.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_08_027.jpg,0,0,0,15.16529
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_08_096.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_08_096.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_08_096.jpg,0,0,0,15.04382
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_08_165.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_08_165.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_08_165.jpg,0,0,0,15.47386
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_08_235.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_08_235.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_08_235.jpg,0,0,0,15.35194
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_08_305.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_08_305.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_08_305.jpg,0,0,0,14.74518
C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\center_2018_07_01_06_57_08_376.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\left_2018_07_01_06_57_08_376.jpg,C:\Users\Amrita.DESKTOP-MJJ9189\Desktop\SDC\Reverse_Data\IMG\right_2018_07_01_06_57_08_376.jpg,0,0,0,14.62681
